t,x1,x2,x3,x4,x5,x6,x7,x8,x9
0.765,-1.38274479045845,-1,-0.282127933038455,-0.137743548183677,0,0.197130283659619,0.553988251752223,1,1.26804747108104
0.77,-1.39825067145364,-1,-0.280469783145857,-0.136977676936881,0,0.196370671889188,0.553131247375509,1,1.26703145755789
0.775,-1.41479092281565,-1,-0.27882134728391,-0.136216211331253,0,0.195613040775464,0.552272749670117,1,1.26602404893278
0.78,-1.43248605399856,-1,-0.277182514324684,-0.135459111538144,0,0.19485739300034,0.551412761677612,1,1.26502505923223
0.785,-1.45147611639317,-1,-0.275553262674495,-0.134706405036071,0,0.194103734372011,0.550551279125589,1,1.26403430514377
0.79,-1.47192070332707,-1,-0.273933620737389,-0.133958129510166,0,0.193352069927235,0.549688298698388,1,1.26305160601598
0.795,-1.49399895006458,-1,-0.27232355075114,-0.133214260568161,0,0.192602401106777,0.548823824943675,1,1.26207678385842
0.8,-1.51796815278398,-1,-0.270723014898709,-0.132474773893674,0,0.191854729312054,0.547957862461359,1,1.26110966334172
0.805,-1.54416930912471,-1,-0.269131975308243,-0.131739645246203,0,0.191109055905141,0.547090415903591,1,1.26015007179748
0.81,-1.57272588087699,-1,-0.267550394053072,-0.131008850461131,0,0.190365382208765,0.546221489974761,1,1.25919783921837
0.815,-1.60393380350602,-1,-0.265978233151713,-0.130282365449725,0,0.189623709506311,0.545351089431506,1,1.25825279825805
0.82,-1.63829360366128,-1,-0.264415454567867,-0.129560166199135,0,0.188884039041818,0.544479219082701,1,1.25731478423121
0.825,-1.67651039917656,-1,-0.262862020210422,-0.128842228772393,0,0.188146372019981,0.543605883789463,1,1.25638363511356
0.83,-1.71949389906993,-1,-0.26131789193345,-0.128128529308415,0,0.187410709606149,0.542731088465154,1,1.25545919154183
0.835,-1.76835840354376,-1,-0.259783031536208,-0.127419044022003,0,0.186677052926326,0.541854838075376,1,1.25454129681379
0.84,-1.82442280398473,-1,-0.258257400763139,-0.126713749203838,0,0.185945403067173,0.540977137637971,1,1.25362979688821
0.845,-1.88931032345693,-1,-0.256740961303872,-0.126012621220488,0,0.185215761076005,0.540097992223027,1,1.25272475347299
0.85,-1.96579964807285,-1,-0.255233674793218,-0.125315636514402,0,0.184488127960792,0.539217406952872,1,1.25182662074464
0.855,-2.05794285602328,-1,-0.253735502811178,-0.124622771603914,0,0.18376250469016,0.538335387002075,1,1.2509353696773
0.86,-2.17208801576982,-1,-0.252246406882934,-0.12393400308324,0,0.183038892193389,0.537451937597447,1,1.25005094339217
0.865,-2.31860956057055,-1,-0.250766348478856,-0.123249307622481,0,0.182317291360416,0.536567064018044,1,1.24917328523892
0.87,-2.52079030441643,-1,-0.249295289014499,-0.122568661967621,0,0.181597703041831,0.535680771595161,1,1.2483023387956
0.875,-2.81227365261278,-1,-0.247833189850602,-0.121892042940525,0,0.180880128048881,0.534793065712335,1,1.24743804786872
0.88,-3.32600248264316,-1,-0.246380012293089,-0.121219427438944,0,0.180164567153467,0.533903951805346,1,1.24658035649317
0.885,-4.71277806638846,-1,-0.244935717593071,-0.120550792436513,0,0.179451021088145,0.533013435362216,1,1.24572920893227
